14,21,22,28,31,33,38,40,59,64,70,90,122,125,129,133,138,159,160,166,180,183,423,433,460,468,510,511,551,573,Pass/Fail
-0.015247979,-0.0428193,0.22695003,-0.15669994,-0.04711488,-0.099518485,-0.110743925,0.012307706,0.3068266,-0.28686118,0.042186722,-0.08699687,0.066886,-0.0595904,0.25491858,0.22269134,0.07191778,0.0066791163,-0.0223087,0.3278721,-0.054770917,0.15014143,0.09744596,0.2626707,0.28530067,-0.2086699,-0.032949843,0.17091082,-0.12604123,-0.25335503,1
0.20740613,0.24636367,0.057987325,0.06920421,-0.08032253,-0.3140143,-0.4142682,0.114636615,0.15591453,-0.35346425,-0.02988783,-0.052094407,0.034001578,0.15843299,0.19745454,0.18386458,0.07655558,-0.053241372,0.0519822,-0.24006236,0.022866022,0.24650434,0.16806847,0.29515556,0.19111685,-0.050779954,-0.2690731,0.2439205,-0.1346139,-0.11413767,1
-0.050622247,-0.15151995,0.116600424,-0.18495925,-0.11021727,0.1904984,-0.12395921,-0.0881757,0.26408148,-0.17351174,0.008216173,-0.045100942,0.03489788,-0.030616764,0.25872412,0.10766591,-0.027244067,-0.010912256,-0.09171672,-0.2309609,-0.22209635,0.09998708,0.12537178,0.082013234,0.27706563,-0.11760974,0.40056562,0.22563235,-0.2720453,-0.1773899,1
0.1587545,0.07692544,0.18254475,-0.08374838,0.03128186,-0.13228008,-0.13687398,0.04445618,0.3090965,-0.45862114,-0.015109538,-0.15853569,0.07799812,0.05364196,0.19524926,0.253145,0.08763761,-0.038737997,0.060704045,0.5005226,0.07077593,0.2280978,0.12871814,0.27198717,0.371208,-0.24665849,-0.14175795,0.222652,-0.39706564,-0.23722993,1
0.0042148745,-0.07446785,0.2795391,-0.13469735,0.01528252,-0.32594243,-0.07077414,-0.0011842393,0.17468052,-0.33705348,-0.019328913,-0.10095112,0.112550505,0.005525085,0.18751323,0.14650033,0.068993434,-0.08984699,0.011284598,0.22269204,-0.06737762,0.103654124,0.11580347,0.19647421,0.25892833,-0.07582151,-0.010312728,0.16824533,-0.29240727,-0.1723841,1
0.11498463,0.19879246,-0.03110722,0.14997885,-0.09648806,-0.28946668,-0.43035772,0.14879155,0.1375688,-0.29155603,0.061657988,-0.14751877,-0.04777684,0.28733256,0.18982701,0.26971364,0.08803869,-0.13715677,0.07009174,0.07377047,0.066292904,0.19171593,0.09815536,0.33752182,0.20665756,-0.10064229,-0.22690621,0.27931917,0.16673735,-0.25697762,1
-0.3177594,0.16277795,-0.11269667,-0.3473873,-0.08389152,-0.09651165,0.047446873,-0.09891733,0.14795358,0.1476492,-0.05562245,-0.113731176,-0.17014778,-0.26994637,0.2669468,0.15114711,0.13041404,0.3513192,0.11000315,-0.33979973,-0.19339441,0.033595853,0.21207468,-0.034331523,0.13735096,-0.12904377,0.38099897,0.15676779,-0.014107684,-0.17891333,1
-0.06335286,0.09833075,0.108685665,-0.1268257,-0.07977687,-0.12662074,-0.082965605,0.06991138,0.297687,-0.20807084,0.07413604,-0.16680005,0.012293881,-0.022975396,0.21677417,0.17671233,0.060716562,-0.017254533,-0.090514086,0.43079972,-0.061083242,0.17407225,0.067263976,0.22707579,0.20769735,-0.088324934,-0.10604539,0.14880665,-0.07011677,-0.23771441,1
0.0066857347,0.19330572,-0.05360452,-0.13009998,-0.22416744,-0.027608227,-0.26273477,-0.09071679,0.15449563,0.05363629,-0.10990955,-0.14665662,-0.027899502,-0.077457026,0.24437305,-0.0068718083,0.0050676484,-0.11176879,-0.029339995,-0.33026588,-0.15883338,0.18524513,0.13258606,0.14986642,0.081678234,0.0030060932,-0.019541528,0.26114413,-0.1651851,-0.13831797,1
0.0717005,-0.03827875,0.17726667,-0.08555932,0.09504459,-0.20714031,-0.020918276,0.07525296,0.25196642,-0.30309892,0.032371208,-0.11830929,0.08089705,0.04334815,0.16441828,0.11564818,0.09681396,-0.1402469,0.081701726,0.374856,-0.05263461,0.13369355,0.119605206,0.0320509,0.32435822,-0.20259403,-0.12803309,0.09333549,-0.37627512,-0.19645245,1
-0.032611612,-0.0891366,0.13126865,-0.106162354,0.024684004,-0.0507888,-0.039276045,0.008142275,0.20992662,-0.25835449,0.044605933,-0.13040106,-0.026933558,-0.019668905,0.13243365,0.08778024,0.07121191,-0.056135807,0.009099063,0.22531816,-0.008873449,0.079125084,0.1301721,0.032810625,0.26309982,-0.11358227,-0.0022316827,0.06068605,-0.26059645,-0.15345302,1
